ID,active,Name,Description
189,0,SMB Super Fan(슈미보 광팬),"제작자 에드먼드 맥밀란의 대표작 '슈퍼 미트 보이'의 주인공 '미트보이'의 오마쥬 아이템. 이속 및 최대 이속 수치 0.2 증가(단 시스템 최대 수치인 2.0을 넘길 수 없다), 공속 0.2 증가, 공격력 0.3 증가, 사거리 0.5 증가, 눈물 높이 1 증가하며 빨간 체력을 전부 회복하고 최대체력 1을 증가시켜주며 빨간 눈물을 발사한다. 획득 시 캐릭터가 미트 보이처럼 변하나, 전(前) 아이작 최약체였던 키퍼가 획득하면 얼굴이 두부 보이의 모습으로 바뀐다."
190,0,Pyro(폭탄마),아이템 이미지에 보이듯 현재 폭탄 소지수를 무시하고 99개로 즉시 변경한다. 가지고 있는 남은 폭탄이 있다면 미리 쓰는것을 추천. 발음상 파이로라고 읽는데 그리스어로 불을 의미한다. 방화를 저지르는 파이로마틱이란 단어도 여기에서 파생되었으며 그 뜻을 따르는지 획득시 이미지도 머리에 심지가 여러개 꽃혀있다.
191,0,3 Dollar Bill(3달러 지폐),2~3초마다 눈물에 랜덤한 효과를 부여한다. 경우에 따라서 두가지 효과가 중첩될 수 있다. 정확히는 같은 시간대에 중첩되는게 아닌 사슬 형태처럼 일부 겹치듯이 발동될 수 있다. Rainbow Worm 장신구와 같이 사용할 경우 눈물이 어떻게 나갈지 모른다. 게임을 종료하고 컨티뉴로 계속해도 눈물의 현재 효과와 유지시간은 이어서 적용된다. 이 아이템은 눈물에 따른 스텟 수치도 일부 변경시킨다. 랜덤으로 나오는 눈물 효과는 다음과 같다.
192,1,Telepathy for Dummies (텔레파시 입문서),사용한 방 에서만 유지되는 유도 눈물 효과가 생기며 사거리를 증가시켜 눈물 체공 시간을 증가시킨다. Spoon Bender의 하위 호환.Book Worm 변신 세트 아이템 중 하나이다.
193,0,Meat! (고기!),최대 체력 한 칸과 공격력 0.3이 증가된다. 캐릭터 머리에 화난 만화캐릭터처럼 혈관 표시가 생긴다.
194,0,Magic 8 Ball(마법의 8번 공),눈물 속도가 0.16 증가하고 카드 한장을 드랍하며 천체방 등장 확률이 15% 증가한다.이 아이템은 Magic 8 Ball이라는 당구공 8번과 비슷하게 생긴 점술구를 말한다. 그래서 캐릭터 이미지도 점술과 관련된 머리장식을 씌운것으로 나타낸다.
195,0,Mom's Coin Purse (엄마의 동전지갑),획득 시 캐릭터 주변에 랜덤한 알약 4개가 떨어진다. Yes Mother? 변신 세트 아이템 중 하나이다.
196,0,Squeezy(쥐어짜기),공속이 0.4 증가하고 소울하트 2개가 드랍된다. 아이템의 이름은 쥐어짜는 장난감을 의미하기 때문에 아이템 이미지도 그렇고 획득시 캐릭터의 눈이 쥐어짜서 나오듯이 변한다.
197,0,Jesus Juice(예수 주스),"공격력 0.5, 사거리 0.25, 눈물 높이 0.5가 증가된다. 예수 주스는 성찬식에서 사용되는 적포도주의 속어로 예수의 피를 의미한다. 아이들이 영성체를 할 때 술인 포도주(...)을 줄수는 없으니 대신에 포도 주스를 주기 때문."
198,0,Box(상자),"획득 시 캐릭터 주변에 다음 것들을 드랍한다. 드랍할때는 그 종류에서 뜰 수 있는 다른 것들이 각 확률적으로 뜰 수 있다. 단 다른 것중에는 언락하지 않으면 그 종류는 드랍되지 않는다.코인류 1개(페니, 니켈, 다임)열쇠 1개(일반 열쇠, 더블 열쇠, 차징 열쇠, 황금 열쇠)폭탄 1개(일반 폭탄, 더블 폭탄, 골든 폭탄, 트롤 폭탄, 슈퍼 트롤 폭탄)하트 1개(빨간하트, 소울하트, 블랙하트, 더블하트, 이터널 하트)카드 1장(룬)알약 1개장신구 1개아이템 획득 후 오른쪽으로 이동하면 캐릭터가 입고 있는 상자에 ISAAC 표기가 보인다."
199,0,Mom's Key(엄마의 열쇠),열쇠 2개를 추가로 즉시 얻고 이후 상자류를 오픈할때 픽업의 수가 추가된다. Yes Mother? 변신 세트 아이템 중 하나이다. 오리지널로 이월되지 않은 리버스의 첫번째 아이템이다.
200,0,Mom's Eyeshadow(엄마의 아이섀도우),일정 확률로 매혹 상태이상 효과를 주는 분홍색 눈물을 발사한다. 이 눈물에 맞은 적은 자신을 제외한 다른 모든 적과 캐릭터 중 가장 가까운 개체를 공격하거나 돌진한다. 즉 몬스터와 1:1 상황에 놓여있을 때에는 매혹 효과가 아무런 소용이 없다. 포탈등 소환하는 적일 경우 유혹상태일때 소환된 적은 영구적으로 매혹이 걸려있다. 운이 27 이상일 때 100% 발동한다. Yes Mother? 변신 세트 아이템 중 하나이다.
201,0,Iron Bar(철괴),"공격력이 0.3 상승한다.확률적으로 조금 어두워진 눈물을 발사하며, 이 눈물에 맞은 적은 혼란상태에 걸리고 무작위로 돌아다니게 된다.운이 27 이상일 때 100% 확률로 혼란효과의 눈물만 발사한다."
202,0,Midas' Touch(미다스의 손길),피격 시 적이 금이 되고 적에게 캐릭터가 소지하고 있는 코인만큼의 피해를 초당 2번 입힌다.정확히는 접촉한 적에게 일정시간 석화되는 효과를 주는 것.금이 된 상태의 적을 처치하면 1~4개의 페니를 드랍하며 니켈이나 다임은 드랍되지 않는다.적과 접촉이란 조건이 붙어있으므로 단순 접촉만으로 피격되지 않는 적들에게는 효과가 좋다. 보스로 치면 엄마발과 사탄의 발이 찍은 후 접촉하면 공격 할 시간이 증가되어 좋다. 또한 울트라 그리디어도 접촉 후 방어가 25% 하락하여 데미지를 좀 더 높게 넣을 수 있다. 코옵 플레이어의 경우 2P 캐릭터가 생성되고 아주 짧은 시간동안 무적이 되는데 이를 이용하여 2P캐릭터도 적과 접촉하여 석화시킬수 있게 된다. 모티브는 미다스의 손.
203,0,Humbling Bundle(험블링 번들),"일정 확률로 1개짜리 동전, 열쇠, 폭탄, 하트를 2개 짜리로 만든다.2개 짜리가 없는 차지형 열쇠, 블랙 하트, 소울 하트, 반 칸 하트, 혼합형 하트, 행운의 동전, 니켈, 다임, 카드나 알약은 적용되지 않는다.1+1로 변하지 않은 픽업 아이템은 다른 방에 갔다와도 변하지 않는다. 일반모드의 기부머신에서 나오는 동전도 카운트는 1만 떨어지는데 코인은 2개씩 붙어나올 수 있기 때문에 폭탄이 많으면 파밍이 가능하다. 단, 고장 확률이 있으므로 주의. 리펜던스부터는 한번에 터지도록 바뀌었기 때문에 예전만큼의 파밍은 힘들다."
204,0,Fanny Pack(작은 주머니),"획득시 캐릭터 허리에 가방을 착용한다. 피격 시 50% 확률로 코인류, 열쇠류, 하트류, 폭탄류의 픽업 아이템을 드랍한다. 이 아이템 효과로 인한 드랍 확률은 거의 동등하다."
205,0,Sharp Plug(플러그),"액티브 아이템의 충전 게이지가 완전히 차지 않았을 때 액티브 아이템을 사용하면 충전 게이지 1칸당 빨간 체력 반 칸을 소비해 액티브 아이템의 충전 게이지를 최대로 채운다. Sharp Plug로 인한 대미지로는 캐릭터가 죽지 않지만, 대미지가 1칸 이상이어도 The Wafer, Cancer, Percs! 등으로 줄일 수 없다.충전 게이지가 없는 액티브 아이템은 사용과 동시에 피격을 입는다.빨간 하트를 먼저 소모한 다음 소울/블랙 하트를 소모하고, 뼈하트의 경우 안의 빨간하트부터 사라진다.더 로스트는 이 아이템을 사용할 수 없고, 키퍼는 게이지 2칸당 코인 하트 1칸을 소모한다. 다만 1칸이 모자라면 코인 하트 1개를 깎는다."
206,0,Guillotine(단두대),"공격력을 1 증가시키고 공속을 1 증가시키며 머리를 몸에서 영구히 잘라낸다.이 공격속도 증가는 한계치를 초과할 수 있다.머리는 배리어의 기능을 하며 적과 접촉 시에는 틱당 7, 초당 105의 데미지를 준다.물론 공격은 여전히 머리에서 나가며, 피격 판정은 몸에만 적용된다.공격력이 증가해서 언뜻 좋을 것도 같지만 피격되는 중심과 눈물 나가는 위치가 달라져서 적응하기 전엔 불편할 수 있다.식칼이나 포가튼의 방망이 등은 여전히 몸통에 붙어있다.패시브 아이템을 획득했을때 캐릭터의 손이 바뀌는 효과가 있다면 둥둥 떠다니는 머리에 그 이미지가 적용된다."
207,0,Ball of Bandages(밴드 덩어리),"슈퍼 미트 보이 오마쥬 아이템. 모델은 밴디지걸.획득 단계에 따라 효과가 달라진다. 3~4단계로 진화시켰을때 적에게 입히는 피해 자체가 다르다.1단계: 캐릭터 주변에 밴드로 만들어진 공이 회전한다. 성능은 미트 보이와 동일하다 틱당 7, 초당 105.2단계: 얼굴이 Bandage girl로 바뀌며 캐릭터가 공격하는 방향을 향해 매혹을 거는 눈물을 발사한다.눈물을 맞은 적은 일정 확률로 매혹 상태이상에 걸린다.3단계: 신체가 생겨 걸어다며 적에게 붙어서 틱당 3.5, 초당 52.5의 데미지를 주고 일정 확률로 매혹을 건다.4단계: 3단계보다 더 커지고 적 인식범위, 데미지가 초당 82.5로 대폭 강화된다.또한 캐릭터가 눈물을 쏘는 방향으로 매혹을 걸 수 있는 눈물을 같이 발사해주며 이 눈물로 잡은 적은 일정 확률로 빨간 하트를 드롭할 수 있다.이 다음 단계부터는 기존것들을 유지하고 새로 1단계가 새로 생기며 반복한다.1, 2단계일때 파리 배리어가 3마리 다 차있다면 하나를 대체한다.그 상태에서 3단계로 넘어가면 대체되었단 파리 배리어가 돌아온다. 4단계를 완성시켜서 언락해야하는 도전 과제가 있기 때문에 큐브를 주는 보스가 이걸 주지 않으면 그 판은 재시작해야한다."
208,0,Champion Belt(챔피언 벨트),"레슬링, MMA, 복싱 및 기타 유사한 상용화 된 전투 대회에서 보는 그 챔피언십 벨트로 획득시 캐릭터의 허리에 벨트가 채워진다. 공격력이 1 증가하고 방 입장시 기존 몹에서 챔피언 몬스터로 등장할 확률이 15% 증가한다.노멀모드에서는 챔피언 몹이 드랍하는 픽업 아이템을 기대할 수 있으나 하드모드에서는 픽업템 드랍 확률이 낮은것도 여전한데다 챔피언 몬스터의 등장 비율이 더 상승하기 때문에 난이도 상승의 주범이 된다.보이드 스테이지에서는 등장 확률이 적용되지 않는다. 보스의 변종 확률에도 전혀 영향이 없다."
209,0,Butt Bombs(궁둥이 폭탄),"폭탄 5개를 주고, 캐릭터가 사용하는 폭탄을 똥 폭탄으로 대체한다.똥 폭탄은 터지면 가스가 뿜어져 나와 방의 모든 적에게 10의 데미지와 함께 몇초간 혼란 상태에 빠지게 한다.혼란에 빠진 적은 캐릭터를 공격하지 않고 이리 저리 배회한다.단, 패턴 공격 중인 몬스터는 패턴 실행 후에 상태이상에 걸린다.똥 계열인 Brownie, Dangle, Dingle 보스에게 이 폭탄을 사용시 보스 체력이 최대치 기준 25%씩 채워지니 주의."
210,0,Gnawed Leaf(벌레 먹은 잎사귀),"캐릭터가 가만히 서서 2초간 아무 행동도 취하지 않으면(이동 및 눈물 발사 그리고 아이템 사용) 캐릭터가 돌로 변하며 무적이 된다.이 상태로는 아무런 행동도 불가능하지만 접촉 시 데미지를 입히는 아이템이나 자동 공격 패밀리어의 효과는 그대로 유지된다. 이 점을 이용하여 보스러쉬나 델리리움처럼 난이도가 높은 곳에서 시간이 걸려도 클리어가 보장된다는 점에서 빛을 발휘한다.공격에 의한 넉백은 적용되어서 밀려나긴 하고, Little Horn 보스몹이 소환하는 구멍에 빠지면 데미지는 입지 않으나 역시 이동은 한다.멀티플레이의 경우 플레이어가 죽으면 유령 상태가 되는데, 이 유령 상태로는 패밀리어처럼 약한 피해(발당 0.66)를 줄 수 있기 때문에 다른 한 명이 잎사귀를 먹고 버티면 이론상 확정 클리어다.나뭇잎 모양인 것과 너구리 꼬리, 석상으로 변하는것을 보면 슈퍼 마리오 브라더스 3의 너구리 마리오를 오마주한 듯하다."
211,0,Spider Baby(새끼 거미),피격 시 캐릭터 주변에 아군거미가 1~2마리 튀어나오듯이 생성된다.Spider baby 변신 세트 아이템 중 하나이다.
212,0,Guppy's Collar(구피의 목걸이),구피의 목걸이. 상당히 골 때리는 아이템인데 확률 부활 아이템이다.먹음과 동시에 체력 옆에 추가목숨 표시가 붙으나 그 옆에 추가로 ?이란 글자가 나타나며 이때 죽으면 전방에서 체력이 반 칸만 남은 채로 부활되거나 유언장을 보게 된다. 참고로 확률은 서로 50%로 같다. 운이 좋다면 몇 번이고 살아나지만 아니라면 한 방에 죽는다.보험으로 먹는 건 나쁘지 않으나 맹신하면 절대 안 되는 아이템.럭수치가 전혀 반영되지 않으므로 자신의 운을 믿어보자.만약 반 칸 체력으로 저주방에 갇혔다면 저주방의 가시 문은 통과 직전에 데미지를 받으므로 컨트롤을 활용하여 방을 나가지 않되 데미지를 받아 50%의 확률을 노려보자.아이템 부활에서 가장 1순위를 차지하며 먹지 않았다면 같은층에서 중복하여 뜰 수 있다.다만 추가로 먹은 것은 99개 일지라도 x99?로 뜰뿐 확률에는 영향을 미치지 않는다.Guppy 변신 세트 아이템 중 하나이다.
213,0,Lost Contact(잃어버린 렌즈),"습득하면 눈물에 보호막이 씌워지며 눈물로 적의 탄막을 막을 수 있게 되지만, 눈물속도가 16%나 감소한다.탄막을 막은 눈물은 그 자리에서 사라진다.다만 레이저나 혈사류의 공격은 막을 수 없으니 조심할 것.포가튼 캐릭터는 뼈다귀를 휘두르면 눈물이 반사되고, 반사된 눈물 크기에 따라 이걸로 적에게 피해를 줄 수도 있다. 다만 타율이 좋아야 한다.관통 속성이 붙게 되면 눈물들을 전부 방어하면서 캐릭터의 눈물은 눈물대로 나갈수 있다.허쉬와 같이 탄막을 뿌려대는 보스들을 무력화 시키는데 아주 좋다."
214,0,Anemic(빈혈증),"사거리가 5 증가한다.또한 피격 시 방에서 나갈 때까지 캐릭터가 이동하며 지나간 자리에 지상 몬스터에게만 틱당 2, 초당 6의 데미지를 주는 붉은 크립이 생긴다.나사로가 부활 후에 가지고 시작하는 아이템이며 도전모드 31번을 클리어하면 부활하기전에 가지고 시작한다. 부활시 아예 이 기능이 영구적으로 적용된다."
215,0,Goat Head(염소 머리),획득시 염소 머리가죽을 머리에 쓴다. 염소의 피가 희생 대용물로 자주 사용되는 방법에 대한 참조인듯. 챕터1 2층부터 챕터4 2층까지 총 7개층에 악마방이 열릴 확률 최종계산에다 100%를 추가하여 보스를 잡고나면 무조건 악마방이나 천사방(확률에 의해 3층부터)이 열린다. 확률이 고정되기 때문에 악마방이나 천사방을 나가도 항상 열려있으며 보스를 클리어하고 그 이후 획득하더라도 보스방을 다시 들르면 악마방 혹은 천사방이 생성된다.물론 악마방에서 거래를 하면 천사방 확률이 0%로 바뀌게 되므로 희생방을 통해서 가거나 성찬 아이템 없인 갈수 없다.천사방이 열릴 확률을 유지하고 싶다면 악마방이 아닌 다른곳에서 염소머리를 획득해야 한다.또 열릴 조건이 되었더라도 좁은 맵에서는 구조상 열리지 않을 수 있다.그리드모드에선 애초에 강제 100%로 효과가 없기 때문에 배열에서 제거되어 볼 수 없는 아이템이다.
216,0,Ceremonial Robes(의식용 예복),획득시 검은 로브를 쓴다. 블랙 하트를 3개 획득하고 공격력을 1 증가시킨다. 악마방에서 소울하트 체력만 3칸 이하가 남았을때 획득해도 손해보지 않는데다 이미지가 간지나는 효과가 있어 획득시 기괴해지는 특징을 가진 아이템들이 많은것을 볼때 인기가 있는 편.
217,0,Mom's Wig(엄마의 가발),획득시 엄마의 가발을 머리에 쓴다. 빨간 하트 하나를 즉시 회복하며 이후 공격을 할때마다 일정 확률로 아군거미를 최대 5마리까지 캐릭터 주변에 소환한다.타격시가 아니기 때문에 적이나 오브젝트를 맞추지 않아도 나오며 차지형태의 공격에는 더 빠르게 나온다.심지어 적이 없는 방에서도 생성이 가능하다.운이 10 이상일 때 매 공격마다 거미가 나온다.Yes Mother? 변신 세트 아이템 중 하나이다.
218,0,Placenta(태반),"최대 체력이 1칸 늘어나고, 상단 플레이 시간 기준으로 1분마다 50% 확률로 빨간하트 반 칸을 회복한다.이 효과는 다른 방을 갈 필요가 없다.키퍼는 동전 체력 1칸을, 포가튼은 뼈하트내 빨간하트 반칸씩을 복구한다. ???캐릭은 적용되지 않으며 레트로방에 있을때는 회복기능이 발동되지 않는다.최대 체력이 많다면 수 십분간 잠수를 타는 방법으로 체력을 회복하는 것도 고려해 보자. 아이템 이미지는 물론 획득시 이미지도 기괴한데 태반은 아기가 출산후에도 같이 나와줘야 되는데다 한국은 물론 일부 국가에서도 이것을 영양분 또는 미용의 목적으로 산모에게 섭취하는곳이 있기 때문이다. 물론 자기 인육을 먹는다는게 통상적으로 보이기 힘들어서 그런지 의학적으로 권장하지는 않는다."
219,0,Old Bandage(낡은 밴드),최대 체력을 1칸 올려준다.다른 보스방에서 얻을 수 있는 최대 체력 아이템과는 달리 하트가 비어있는 채로 올라간다.또한 피격 시 1칸짜리 빨간 하트를 드랍할 확률이 생기며 드랍기회를 놓쳤다면 확률이 점차 누적된다. 빨간 하트가 드랍되면 확률은 다시 초기화 된다.운이 올라갈수록 시작하는 기본 확률이 올라가며 최대치는 운 수치가 29가 이상일 때 50%까지 된다.
220,0,Sad Bombs(눈물 폭탄),폭탄을 5개 획득하며 폭탄이 터질 때 터진 자리에서 10방향으로 현재 공격력+25 데미지의 눈물을 발사한다.이때 발사하는 눈물은 캐릭터의 현재 눈물의 상태를 따라간다.폭탄이 터질때 나오는 눈물이 다른 폭탄도 밀어내므로 여러개 투척시 피격당할 수 있으니 주의해야한다.
221,0,Rubber Cement(고무풀),캐릭터가 쏘는 눈물이 부딪칠 때 탁구공처럼 튕겨져 나온다.눈물이 떨어지기 전까지 튕겨지며 몬스터에게 맞췄을 시에 튕겨져 나오는 방향은 맞는 각도에 따라 달라지고 눈물의 속도와 거리에 따라 튕겨져 나오는 거리가 달라진다.이걸 이용해 뒤통수를 맞춰야하는 몬스터는 벽에다 쏴서 튕겨나오는 것으로 맞추는 등 신박한 플레이가 가능해진다.공격속도만 빨라도 눈물들이 벽에 튕기면서 몬스터에게 절륜한 데미지를 입히기 때문에 잡몹처리와 딜을 동시에 넣는다는 장점이 있다.아자젤 캐릭은 자기 혈사 길이만큼만 반동된다.포가튼 캐릭은 효과가 없고 유령만 효과가 있다.관통 속성을 지니게 되면 오브젝트는 관통하고 적에게는 튀게 되는데 대신 정면이 무적인 적에게도 정면에 데미지를 줄 수 있게 된다.이것을 5번 획득하는 도전과제가 있는데 생각보다 자주 떠주는 아이템이 아니라서 그런지 은근 언락하기 힘들다. 이미지는 Elmer사의 고무시멘트 접착제를 참조했다.
222,0,Anti-Gravity(반중력),"공격속도가 2 증가한다. 이 공격속도 증가는 한계치를 초과할 수 있다.공격키를 누르고 있으면 발사한 눈물이 발사 위치에서 멈추게 되며, 일정 시간이 지나면 눌렀던 방향 키의 방향으로 발사되어진다.멈추는 시간이 다하기 전에 눌렀던 공격키를 잠깐이라도 전부 뗄 경우 멈춰있던 모든 눈물이 한꺼번에 발사된다.Mega Fatty나 Gaping Maw의 흡입기능으로 멈춰있던 캐릭터의 눈물을 끌고 갈 수 있다.관통효과가 있다면 눈물이 없어지지 않으므로 지속딜을 넣을수도 있다."
223,0,Pyromaniac(폭파광),"폭탄을 5개 주며 폭발/지진파에 맞을 시 빨간하트 1칸을 회복하며, 이 공격들에 대한 데미지를 입지 않는다.다만 체력이 회복되는것은 빨간 하트만 한정이기 때문에 체력이 소울하트로 되있는 경우에는 회복되지 않는다.로스트는 체력 회복 개념이 없으며, 키퍼의 경우엔 동전체력이 회복 된다.포가튼의 경우 본체일 경우에만 회복된다.여담으로 Pyromania가 충동 조절 장애이다.리펜턴스 이후부터는 더 이상 지진파/엄마나 사탄의 발 내려찍기 공격을 막지 못하게 되었다. 대신 모닥불에 직접 닿을 때나 화염계열 공격에 면역이 되었다."
224,0,Cricket's Body (크리켓의 몸뚱이),"이미지 그대로 맥밀런이 전에 키우던 고양이 이름을 따왔다. 공속이 1증가하고 사거리가 10 감소한다. 이 공격속도 증가는 한계치를 초과할 수 있다.또한 눈물이 지형물이나 적에게 닿으면 데미지를 준 뒤, 절반의 데미지를 주는 작은 눈물 4갈래로 갈라진다.현재 사거리가 10보다 낮게 되면 분열된 눈물의 거리가 짧아 적에게 피격을 주기 힘들게 된다. 단 눈물 높이가 높으면 어느정도 커버는 가능해진다."
225,0,Gimpy(김피),"적을 죽이면 일정 확률로 반 칸짜리 빨간 하트를 드랍하며, 피격 시 일정 확률로 소울 하트 또는 블랙 하트를 1개 드랍한다.드랍 확률은 운이 22 이상일 때 최대 50%."
226,0,Black Lotus (검은 연꽃),"최대 체력 1칸과 소울 하트 1개, 블랙 하트 1개를 얻는다. 비밀방에서만 볼수 있기에 각주에 적힌 설명대로 보기가 쉽지 않다."
227,0,Piggy Bank(돼지 저금통),"코인 3개를 즉시 획득하고 이후 피격 시마다 코인(페니만)가 1~2개 떨어진다.키퍼 캐릭터는 피격 시 동전이 0~1개 떨어진다.Keeper, Greed, Super Greed 몹들에게서 피격시 떨궈지는 코인 감소 계산에서 제외된다. 중복 획득해도 효과가 중첩되지 않는다. 아이템 설명란에 있듯 Risk of Rain/아이템에 있는 life savings를 참조했을 가능성이 있다."
228,0,Mom's Perfume (엄마의 향수),공속이 1 증가한다. 이 공격속도 증가는 일반 한계치를 초과할 수 있다.15% 확률로 공포 효과가 있는 노란색 눈물을 발사하는데 이 눈물에 맞은 적은 캐릭터를 피해 도망간다.운이 85(...) 이상일때 100% 발동한다.Yes Mother? 변신 세트 아이템 중 하나이다.
229,0,Monstro's Lung(몬스트로의 폐),캐릭터의 입이 몬스트로 보스처럼 변하며 완전 충전을 한 다음에 14개의 붉은색 눈물들을 샷건처럼 뿌린다.이 아이템만 가지고는 충전중간에 공격할 수가 없다.공속은 현재공속에서 4.3배 느려지고 사거리는 매우 감소 된다.근접해서 공격할경우 혈사 못지 않은 공격력을 자랑한다.포가튼 캐릭터는 기본 뼈다귀 상태에서 충전하고 발사 시 근접 공격인 뼈다귀를 휘두르며 많은 갯수의 눈물 취급의 뼈다귀를 발사한다.충전을 중단하면 눈물 취급의 뼈다귀는 발사하지 않고 근접 공격인 뼈다귀를 휘두른다.아자젤 캐릭은 기본 혈사를 제외한 나머지 방향에 랜덤한 갯수의 랜덤한 방향의 미니 혈사를 발사한다.
230,0,Abaddon(아바돈),"공격력이 1.5, 최대속도치(2.0을 넘지 않음)와 이동속도가 0.2 증가하고 공포 상태로 만드는 눈물을 발사할 확률이 생긴다. 또한 소울하트, 블랙하트, 이터널하트를 제외하고 모든 빨간 하트와 뼈하트내에 있는 빨간하트들을 제거하며, 블랙 하트 체력이 추가로 2개가 주어진다.???에겐 손해볼 게 전혀 없는 아이템.포가튼의 경우 영혼으로 획득하면 풀체력으로 본체로 획득하면 뼈하트속의 빨간체력만 모두 비워버린다.다만 키퍼의 경우에는 블랙하트 체력이 있을 수 없으니 파리만 잔뜩 생기고 본인은 죽는(...) 처참한 상황이 발생해야하므로 조심해야 한다.공포속성의 눈물을 쏠 기회가 생기며 운이 85 이상일 때 무조건 공포눈물을 발사한다.Leviathan 변신 세트 아이템 중 하나이다.이름은 아폴리온의 그리스어 발음이며 요한계시록 9장에서 언급되는 타락한 천사로, 지옥의 심연을 주관한다고 하며 지옥의 심연 그 자체를 칭하는 말로도 쓰인다. 메뚜기 군단을 보내서 괴롭히는 악마이기도 하다."
231,0,Ball of Tar(타르 덩어리),캐릭터의 외형이 Gish처럼 변한다. 캐릭터가 타르 자국을 남기면서 이동하며 타르를 밟은 적은 둔화 효과를 받고 가끔 둔화 효과를 주는 검은 눈물을 발사한다.운이 18 이상일 때 항상 둔화 효과를 주는 눈물이 발사된다.
232,0,Stop Watch(스톱 워치),"이동속도 0.3 증가. 획득 시 영구적으로 모든 몬스터들과 탄알의 속도를 낮춘다. 하드 모드를 플레이 중이라면 적들의 탄속이 애프터버스+ 시절의 탄속처럼 느껴지게 된다.음악도 느려지기 때문에 아이작이 꿈꾸는 장면이나 크레딧같은 음악도 느리게 재생한다.이동하는 가시 오브젝트인 Poky, 캐릭터와 같은 종횡방향에 있으면 이동하는 파란 가시 오브젝트인 Slide, 메가트롤 폭탄은 이 효과에 영향을 받지 않는다.캐슬베니아에서 동일한 이름의 아이템을 참조했다."
233,0,Tiny Planet(소행성),눈물높이가 7 증가하며 눈물이 관통형 눈물로 바뀐다.눈물이 캐릭터 주위를 빙글빙글 도는 식으로 발사된다.눈물이 정면으로 나가지 않아서 이리저리 움직이는 잡몹 처리하는 것도 벅차질 수 있다.눈물이 돌고 나서 빈 공간이 생겨 거미나 파리한테도 한 대 맞기 딱 좋으므로 자신의 눈물 상태를 봐서 먹기 전에 고민할 필요가 있다. 아이템의 효과 및 의미는 소행성을 참조했다.
234,0,Infestation 2(감염 2),"캐릭터와 패밀리어가 공격하여 죽인적들은 죽은 자리에 아군거미를 소환한다.아군파리까지는 가능하지만 아군거미 및 소환된 아군거미로 잡을때와 캐릭터가 컨트롤 할수 없는 요소(매혹 된 적, 방 클리어시 자동 사망등)에 의한 처치는 생성되지 않는다. 이 때문에 거미가 거미를 소환하는 무한동력이 불가능하다.키퍼인형을 폭발시키면 아군거미가 소환된다.Pin보스나 Chub보스를 잡으면 아군거미가 많이 소환된다.Homunculus나 Begotten몹을 잡았을때 적은 확률로 연결된 사슬 부위가 전부 아군거미들로 소환된다.리틀 혼 보스가 소환한 먼지공도 아군거미를 소환한다."
236,0,E. Coli(대장균),캐릭터가 적과 접촉 시 몬스터가 똥으로 변한다.보스급 몬스터에게는 적용되지 않는다.축으로 정렬되는게 아니라 현재위치에서 바로 변한다.Grub 몬스터는 가운데에 접촉하면 머리 두개로 나뉘어 돌아다닌다.자폭을 잘하는 Mulliboom 몹도 접촉시 폭발하지 않고 똥으로 변한다.변해버린 똥을 제거하지 않고 다른 방에 들렀다 오면 똥 자체가 사라진다.Oh Crap 변신 세트 아이템 중 하나이다. 단 이 아이템으로 인해 변해버린 똥은 해당 변신세트의 치유 효과가 적용되지 않는다.
237,0,Death's Touch(죽음의 손길),공격력이 1.5 상승하고 공격속도가 0.3 감소하며 적에게 관통 속성이 된다.눈물 모양이 낫으로 바뀌는데 눈물 크기가 커지는 효과가 있다. 낫은 묵시록의 4기사 중 하나인 Death가 사용하는 그 낫이다.
238,0,Key Piece 1(열쇠 조각 1),"천사상에서 폭발이 가능해 질때부터 획득이 가능하며 천사상을 폭발 후 Uriel이나 Gabriel를 처치하여 드랍한다.열쇠조각중 머리쪽 패밀리어가 캐릭터를 따라온다.이 아이템 단독으로는 천사방 확률 25% 증가 이외의 효과가 없지만, 나머지 다른 조각까지 획득하면 완전한 열쇠 패밀리어로 합쳐지며 이후 Dark Room이나 Chest에 진입 시 시작방 바로 위에 상단의 메가 사탄으로 진입하는 문이 열리게 된다.이는 1회용이며, 열쇠로 메가사탄 방문을 연 후 Forget Me Now 액티브 아이템이나 에러방 이동등에 의해 스테이지를 다시 시작하면 키만 소모되므로 다시 열리지 않는다.단 목표가 메가 사탄인 데일리 챌린지나 도전과제들은 열쇠가 완성된 상태로 무제한 주어진다."
239,0,Key Piece 2(열쇠 조각 2),아이템 자체는 Key Piece 1과 완전히 똑같으니 자세한 사항은 바로 상단의 Key Piece 1의 설명을 볼 것.
240,0,Experimental Treatment(임상시험),"현재 스텟에서 스텟 6종류중 랜덤으로 4종류를 한단계 올리고 2종류를 한단계 내린다.이 아이템으로 받는 영향은 각 스텟마다 고정치값이 존재하며 공격력과 공속은 배율의 영향을 받는다.체력 ±1, 공격력 ±1, 이속 ±0.2, 사거리 ±0.5, 공속 ±0.5, 눈물속도 ±0.2, 운 ±1.공속1이라던지 이속2.0등 시스템상의 최대치는 넘길수 없지만 최대치 값에 있어도 그 값을 못넘길뿐 대상에 선택 될 수 있다. 하나의 스텟에 다중횟수로 중첩되는 효과는 없고 한번 적용되면 아이템이 제거되어도 효과는 유지된다.아이템 대사와 다르게 모든 스탯을 섞지는 않는다.체력이 1칸밖에 없을때 이 아이템으로 인해 사망할 수 있다.Spun 변신 세트 아이템 중 하나이다."
